enterprise_id,industry,city,district,registered_capital,employees,premises_number,date_out_abnormal,date_in_abnormal,cacellation_reason,is_real_premise,frezon_holdings,total_assets,total_liabilities,total_tax,total_debt,sub_enterprises_number,complaints_number_monthly,conciliation_number,complaints_number,judical_auction_amount,is_executee,industry_index,fraud_score,is_financial_black_list
3991,租赁和商务服务业,唐山市,滦南县,500000,4943,15,2019-03-26 00:00:00,2016-01-31 00:00:00,0,0,0.0,510886,247173,73562,8338,5,1,0,3,0,0,1143,45,1
3992,仓储业,石家庄市,无极县,38000000,8397,1,,,3,1,0.0,34976786,3878101,8375927,162238,4,1,1,2,0,0,1498,72,0
3993,软件和信息技术服务业,承德市,平泉市,62000000,4542,1,,,2,0,0.0,74276017,1828503,12326232,85544,2,0,0,0,0,1,1328,97,1
3994,房地产开发经营,保定市,高阳县,27000000,9279,12,,,3,0,9180000.0,29890275,0,7191341,0,0,1,2,10,0,0,1493,93,1
3995,租赁和商务服务业,廊坊市,大城县,78000000,26,14,2019-04-27 00:00:00,2015-03-26 00:00:00,3,1,0.0,63748883,0,15243528,0,4,0,0,0,0,1,1202,44,0
3996,邮政业,沧州市,任丘市,66000000,394,1,,,3,1,0.0,71357595,0,6294888,0,9,0,0,0,35306567,0,1491,51,0
3997,交通运输业*,承德市,双滦区,41000000,9983,1,,,0,1,0.0,45225895,13350293,5582391,426584,1,0,0,0,0,1,1060,37,0
3998,餐饮业,秦皇岛市,抚宁区,83000000,5719,1,2019-07-03 00:00:00,2018-07-17 00:00:00,2,0,0.0,76649261,29500791,636493,122873,0,3,6,21,0,1,1478,60,1
3999,邮政业,邯郸市,丛台区,89000000,853,1,,,4,0,0.0,91623743,40521791,14001285,3870136,2,0,0,0,0,0,1474,43,0
4000,房地产开发经营,保定市,阜平县,22000000,1729,14,2018-12-18 00:00:00,2018-08-18 00:00:00,4,0,0.0,20586864,0,3002012,0,1,7,6,7,6310245,1,1421,59,1
4001,住宿业,廊坊市,香河县,57000000,502,1,2018-08-31 00:00:00,2015-08-06 00:00:00,1,1,0.0,59752764,0,2052344,0,1,5,12,15,9131594,1,1483,77,1
4002,零售业,张家口市,蔚县,14000000,5821,1,,,0,1,1400000.0,11706856,0,936752,0,8,0,0,0,0,1,1227,79,0
4003,软件和信息技术服务业,唐山市,丰润区,1000000,8223,1,,,4,0,0.0,914169,74454,98464,1196,1,5,23,25,0,0,1286,46,0
4004,信息传输业*,秦皇岛市,昌黎县,69000000,5732,1,2019-04-07 00:00:00,2016-06-10 00:00:00,3,1,0.0,79597375,11244977,2289835,344912,1,0,0,0,0,1,1430,26,0
4005,房地产开发经营,邢台市,临城县,17000000,292,7,2016-10-04 00:00:00,2014-12-23 00:00:00,1,1,0.0,13610746,0,3348239,0,10,5,2,40,0,0,1482,42,0
4006,零售业,唐山市,开平区,32000000,7919,1,,,3,0,0.0,31876022,0,1983487,0,4,0,0,0,0,0,1020,42,1
4007,建筑业,张家口市,崇礼区,48000000,161,1,,,3,0,0.0,53261089,7193585,13105125,566465,8,7,1,7,0,0,1478,2,1
4008,信息传输业*,承德市,承德县,82000000,635,1,,,2,1,0.0,96176285,26903187,17690524,551175,0,1,1,3,0,0,1187,53,0
4009,邮政业,衡水市,故城县,97000000,1432,1,,,0,0,0.0,116290174,0,7830377,0,10,1,0,2,0,0,1396,38,0
4010,仓储业,廊坊市,香河县,65000000,4518,1,,,1,1,12350000.0,58960083,0,3824166,0,1,0,0,0,0,0,1063,45,0
4011,住宿业,张家口市,沽源县,5000000,3275,1,2018-07-29 00:00:00,2015-02-03 00:00:00,1,0,0.0,5778019,0,500819,0,0,0,0,0,0,1,1470,25,0
4012,其他未列明行业*,邯郸市,馆陶县,69000000,366,1,2016-08-24 00:00:00,2015-06-15 00:00:00,3,1,0.0,56789421,22526327,11738316,414489,9,4,32,48,24528065,1,1053,69,1
4013,批发业,衡水市,景县,90000000,6325,1,2019-03-01 00:00:00,2016-12-24 00:00:00,1,1,32400000.0,89010348,0,11437882,0,1,1,6,11,0,1,1091,46,1
4014,交通运输业*,邯郸市,馆陶县,3000000,115,8,,2017-03-13 00:00:00,3,1,0.0,3185751,451198,235137,39439,0,1,1,7,0,0,1047,3,1
4015,仓储业,承德市,鹰手营子矿区,86000000,2368,1,2015-11-25 00:00:00,2015-01-24 00:00:00,4,1,0.0,98110449,0,24179667,0,0,0,0,0,0,1,1063,73,0
4016,交通运输业*,廊坊市,固安县,65000000,1420,1,,2016-08-27 00:00:00,4,1,0.0,61593440,0,10659967,0,5,0,0,0,0,1,1008,72,1
4017,农、林、牧、渔业,秦皇岛市,海港区,43000000,8267,1,,,0,0,0.0,41714025,8434675,4579958,476481,0,9,60,81,0,1,1362,88,0
4018,邮政业,邯郸市,磁县,86000000,8120,1,,,4,1,0.0,81592202,0,19121353,0,8,0,0,0,13136165,1,1288,67,0
4019,信息传输业*,衡水市,冀州区,10000000,5062,13,,,4,0,3800000.0,10902202,0,2080844,0,1,1,2,5,0,1,1395,32,1
4020,农、林、牧、渔业,秦皇岛市,抚宁区,84000000,2858,16,,,1,1,0.0,76341399,0,1234204,0,4,1,0,1,0,0,1159,49,1
4021,住宿业,邯郸市,魏县,46000000,3224,1,2017-08-26 00:00:00,2015-04-28 00:00:00,2,1,11960000.0,49097840,20563680,8766093,656971,1,1,10,12,20885141,0,1374,91,1
4022,软件和信息技术服务业,承德市,宽城满族自治县,11000000,3968,1,2019-01-09 00:00:00,2015-07-10 00:00:00,1,1,1540000.0,10788395,0,2118341,0,0,0,0,0,1464610,1,1009,29,0
4023,住宿业,张家口市,桥东区,44000000,5678,1,2015-04-06 00:00:00,2014-10-14 00:00:00,3,0,0.0,39213818,7617733,8286267,392020,0,0,0,0,0,1,1443,76,1
4024,信息传输业*,张家口市,沽源县,31000000,2042,1,,,1,0,0.0,28416320,7578509,1709570,272034,0,1,1,2,0,1,1003,100,1
4025,邮政业,衡水市,安平县,57000000,2566,19,,,3,0,28500000.0,66709599,0,6423050,0,9,0,0,0,0,0,1241,54,1
4026,物业管理,廊坊市,大城县,7000000,9159,1,,,0,0,0.0,8350541,1176531,1789876,46538,2,0,0,0,0,0,1123,64,1
4027,建筑业,衡水市,深州市,23000000,8424,1,,,3,1,0.0,21711669,8673030,3008786,451140,1,7,58,70,0,0,1070,99,0
4028,零售业,保定市,曲阳县,85000000,2874,13,2019-01-18 00:00:00,2016-02-01 00:00:00,1,1,0.0,100964528,0,19093702,0,9,0,0,0,0,1,1488,71,0
4029,房地产开发经营,张家口市,康保县,52000000,2993,1,,,4,1,0.0,44516633,15536813,335452,710828,0,0,0,0,0,0,1086,90,1
4030,信息传输业*,张家口市,怀来县,48000000,2586,1,,,4,0,44160000.0,41741312,9959598,271827,591940,3,0,0,0,11972364,0,1064,25,0
4031,邮政业,唐山市,迁安市,44000000,2898,1,,,2,0,0.0,40471684,0,4468928,0,6,4,45,48,0,0,1224,71,0
4032,餐饮业,承德市,宽城满族自治县,61000000,4995,1,,,0,1,0.0,51803046,0,8162095,0,0,1,6,8,0,0,1385,47,0
4033,餐饮业,石家庄市,新华区,6000000,5608,1,,,1,1,0.0,5755726,1925808,850601,139160,6,0,0,0,623170,0,1048,42,0
4034,其他未列明行业*,张家口市,崇礼区,49000000,3390,18,2014-12-05 00:00:00,2014-08-06 00:00:00,2,1,0.0,57675326,0,617239,0,5,0,0,0,0,1,1296,62,1
4035,住宿业,衡水市,枣强县,68000000,3205,1,2019-01-06 00:00:00,2014-06-21 00:00:00,4,0,0.0,58222399,3871865,3143427,67270,4,1,2,9,14083501,1,1099,12,1
4036,零售业,秦皇岛市,青龙满族自治县,58000000,5431,1,,,0,0,0.0,58896439,15104287,10774099,1359312,8,1,7,10,0,1,1218,18,1
4037,住宿业,石家庄市,长安区,19000000,1102,1,,,1,1,0.0,17991419,0,4477569,0,1,2,3,22,0,1,1044,98,0
4038,房地产开发经营,廊坊市,安次区,25000000,4311,1,2016-07-10 00:00:00,2014-12-14 00:00:00,2,1,11500000.0,23016372,0,3091473,0,0,1,2,10,0,1,1478,91,0
4039,批发业,张家口市,尚义县,99000000,1006,18,,,1,1,0.0,83840416,35150036,419556,1211196,1,1,1,4,0,0,1491,52,0
4040,零售业,石家庄市,藁城区,88000000,1782,1,2018-12-28 00:00:00,2018-03-18 00:00:00,2,1,0.0,81148445,0,9723217,0,8,9,10,18,18137996,1,1469,54,1
4041,邮政业,邯郸市,丛台区,30000000,3434,1,,,3,1,0.0,27065539,12102291,1948213,340485,1,2,8,12,0,1,1327,80,0
4042,建筑业,邢台市,平乡县,4000000,4973,1,,,0,1,0.0,3437977,0,826924,0,1,9,28,63,0,1,1347,47,1
4043,物业管理,石家庄市,辛集市,9000000,8078,1,2018-03-08 00:00:00,2016-12-27 00:00:00,2,0,0.0,9129178,1631638,1706162,148582,3,0,0,0,3383259,1,1401,97,0
4044,零售业,衡水市,安平县,42000000,2420,1,2018-03-16 00:00:00,2015-01-27 00:00:00,1,0,0.0,37142918,0,3846629,0,2,1,1,2,0,1,1120,49,0
4045,其他未列明行业*,保定市,安国市,44000000,3876,1,,,4,1,0.0,51123996,15558559,8955965,1248040,0,0,0,0,0,0,1208,20,1
4046,零售业,邯郸市,魏县,15000000,8248,1,,,1,1,0.0,13421975,0,2574422,0,0,1,4,5,0,0,1031,39,0
4047,信息传输业*,沧州市,盐山县,91000000,9093,1,2019-02-26 00:00:00,2019-01-07 00:00:00,4,0,0.0,94916362,38994655,19058343,1243512,5,8,7,24,0,0,1263,4,1
4048,餐饮业,唐山市,路北区,28000000,7703,12,2018-06-12 00:00:00,2016-05-16 00:00:00,2,1,0.0,25946878,3584985,1878444,209208,2,1,5,9,0,0,1087,55,0
4049,仓储业,石家庄市,鹿泉区,71000000,923,1,,,2,1,0.0,57242474,0,2498797,0,4,0,0,0,0,0,1046,79,0
4050,零售业,衡水市,饶阳县,36000000,8623,1,2017-09-05 00:00:00,2016-11-04 00:00:00,3,0,0.0,42269145,0,10410835,0,5,0,0,0,0,1,1490,58,0
4051,零售业,衡水市,冀州区,29000000,9373,1,,,2,1,0.0,24499774,8496519,4363395,764695,8,0,0,0,0,1,1394,59,1
4052,工业*,秦皇岛市,卢龙县,89000000,5649,19,,,1,0,0.0,79554955,0,220142,0,0,3,19,21,0,0,1274,66,0
4053,信息传输业*,邯郸市,丛台区,66000000,574,17,,,0,0,0.0,66415495,0,12581238,0,2,0,0,0,0,1,1493,86,0
4054,物业管理,保定市,蠡县,9000000,3721,1,,,1,1,0.0,9467993,2522159,990553,8992,1,7,5,35,0,0,1095,82,1
4055,邮政业,廊坊市,永清县,22000000,6905,1,,,1,1,0.0,22920989,5516014,3452100,531286,1,0,0,0,8943961,1,1427,75,1
4056,工业*,衡水市,冀州区,28000000,2194,1,,,4,0,0.0,29613069,0,4346356,0,1,0,0,0,0,0,1004,81,1
4057,建筑业,邯郸市,涉县,92000000,2948,10,2019-03-04 00:00:00,2017-01-07 00:00:00,1,0,0.0,102526198,5329033,8972503,186409,0,0,0,0,0,0,1040,14,0
4058,其他未列明行业*,承德市,双滦区,70000000,3167,5,2019-07-28 00:00:00,2017-01-30 00:00:00,1,0,0.0,80028272,0,1883278,0,7,2,1,2,0,0,1200,49,0
4059,工业*,邯郸市,肥乡区,68000000,3205,1,,2015-07-15 00:00:00,3,0,0.0,54844135,3024550,11686348,18772,0,0,0,0,0,1,1203,56,1
4060,零售业,衡水市,冀州区,95000000,2216,1,,,3,1,0.0,111191469,44441888,7821538,2554149,1,1,1,3,0,0,1404,15,0
4061,建筑业,沧州市,泊头市,56000000,6709,1,,,2,0,0.0,65025457,882847,7532341,79126,0,0,0,0,0,0,1075,6,0
4062,交通运输业*,承德市,双滦区,98000000,8534,1,2019-05-13 00:00:00,2017-07-21 00:00:00,4,1,0.0,80160705,0,18547431,0,0,0,0,0,23120792,0,1412,3,0
4063,房地产开发经营,沧州市,青县,44000000,3927,1,,,4,1,0.0,52029732,17975550,9344167,287285,4,0,0,0,12496884,0,1491,75,0
4064,软件和信息技术服务业,邯郸市,曲周县,42000000,6623,1,,,0,0,0.0,40012274,0,2146984,0,1,1,9,10,0,1,1377,27,0
4065,农、林、牧、渔业,张家口市,沽源县,36000000,5410,1,,,4,0,0.0,33072548,0,3243396,0,6,7,75,77,0,0,1042,48,0
4066,信息传输业*,邯郸市,涉县,19000000,6944,5,,2016-04-23 00:00:00,2,1,0.0,19469155,7207580,4339726,48915,0,3,9,36,0,0,1012,37,1
4067,信息传输业*,秦皇岛市,山海关区,57000000,8659,14,,,0,0,0.0,53507216,0,7062390,0,1,0,0,0,0,1,1082,97,0
4068,软件和信息技术服务业,沧州市,南皮县,38000000,5804,1,,,1,0,0.0,41985879,19142323,3963167,1860938,1,1,1,2,7770806,1,1476,29,1
4069,工业*,保定市,满城区,33000000,724,1,2016-04-26 00:00:00,2016-03-19 00:00:00,2,1,7590000.0,34519131,7967740,7525049,306023,8,1,3,4,0,1,1145,95,1
4070,租赁和商务服务业,沧州市,河间市,72000000,5167,1,,,0,1,0.0,83172363,1774580,10163546,151661,1,0,0,0,0,1,1392,90,1
4071,餐饮业,邢台市,宁晋县,12000000,7859,1,,,4,0,0.0,10028352,0,662634,0,2,0,0,0,0,1,1238,40,0
4072,物业管理,秦皇岛市,北戴河区,70000000,7784,1,,,3,1,0.0,67282351,33257422,10463081,1354767,1,3,6,30,0,0,1031,82,0
4073,信息传输业*,廊坊市,永清县,67000000,249,18,2016-02-23 00:00:00,2016-02-15 00:00:00,1,0,0.0,71586483,0,9604299,0,0,1,6,12,0,1,1086,43,1
4074,住宿业,沧州市,盐山县,83000000,1664,1,2017-12-11 00:00:00,2017-04-08 00:00:00,0,1,0.0,67292692,8352331,14305892,472754,7,6,11,24,0,0,1039,15,1
4075,零售业,衡水市,故城县,91000000,1546,1,2019-01-14 00:00:00,2018-12-21 00:00:00,0,0,10920000.0,79566208,21904212,16835659,481522,1,0,0,0,0,1,1364,97,0
4076,零售业,秦皇岛市,北戴河区,66000000,128,1,2017-09-02 00:00:00,2015-03-03 00:00:00,2,0,0.0,52976175,5396350,10715422,242010,7,1,4,6,0,0,1447,36,1
4077,邮政业,秦皇岛市,海港区,45000000,564,5,2017-03-20 00:00:00,2016-03-08 00:00:00,3,0,10800000.0,38852468,15132521,2237949,1079034,1,9,0,9,0,0,1328,93,1
4078,交通运输业*,保定市,高阳县,37000000,5598,1,2016-03-27 00:00:00,2015-09-27 00:00:00,3,1,20350000.0,36842960,0,3970182,0,1,0,0,0,0,0,1421,90,0
4079,仓储业,沧州市,泊头市,65000000,2597,1,2016-11-10 00:00:00,2015-09-12 00:00:00,4,0,0.0,74094398,3769300,15320240,92482,0,0,0,0,28969192,0,1111,85,1
4080,餐饮业,唐山市,遵化市,35000000,5485,1,,,3,0,0.0,37965556,5260353,7911233,127531,2,0,0,0,0,1,1302,5,1
4081,信息传输业*,承德市,双滦区,47000000,6426,1,,,0,1,0.0,41201529,5962066,97109,317626,1,7,39,49,0,1,1433,70,1
4082,软件和信息技术服务业,廊坊市,大厂回族自治县,79000000,3557,1,,,4,0,44240000.0,71722616,0,8823905,0,0,8,39,80,0,0,1104,94,0
4083,建筑业,沧州市,黄骅市,44000000,1856,15,,,4,0,0.0,43862209,5621143,2540098,254528,2,4,8,48,18220455,1,1111,7,1
4084,软件和信息技术服务业,保定市,定州市,70000000,6848,1,2019-02-17 00:00:00,2019-02-14 00:00:00,3,0,58800000.0,80708011,33024029,18634368,454809,8,0,0,0,0,1,1203,89,0
4085,工业*,邯郸市,临漳县,36000000,1329,1,,,0,1,0.0,35127773,0,7673640,0,1,0,0,0,0,0,1155,5,1
4086,农、林、牧、渔业,承德市,平泉市,87000000,7104,1,,,2,0,0.0,102995468,34958597,14591508,3492468,3,0,0,0,0,1,1243,9,0
4087,农、林、牧、渔业,承德市,双桥区,97000000,3330,1,,,1,0,0.0,109467380,9239737,22945211,669221,6,7,28,56,0,0,1099,24,1
4088,仓储业,张家口市,下花园区,19000000,1461,1,,,0,0,0.0,19911412,0,72708,0,0,2,8,10,0,1,1170,41,1
4089,餐饮业,承德市,滦平县,74000000,6833,1,,,4,0,0.0,68296055,30594375,16133227,1794257,2,4,2,12,0,0,1140,90,0
4090,软件和信息技术服务业,邢台市,沙河市,58000000,1270,16,,,4,0,0.0,66429064,0,12459357,0,2,2,9,22,26109671,0,1491,18,1
4091,工业*,廊坊市,广阳区,40000000,7130,1,2018-09-19 00:00:00,2017-04-14 00:00:00,4,0,0.0,34976695,6392934,5584563,305677,1,1,2,7,0,0,1169,84,1
4092,农、林、牧、渔业,沧州市,泊头市,14000000,7041,1,,,0,0,0.0,13550705,0,2609378,0,1,6,11,12,0,0,1320,45,1
4093,邮政业,承德市,丰宁满族自治县,19000000,406,1,2015-09-03 00:00:00,2014-10-18 00:00:00,0,0,0.0,22715642,0,2553500,0,9,0,0,0,8048163,1,1390,31,1
4094,物业管理,石家庄市,元氏县,16000000,4394,1,,,0,0,0.0,18531303,6496611,1657488,312981,0,0,0,0,0,1,1056,64,0
4095,批发业,秦皇岛市,青龙满族自治县,7000000,3639,19,,,1,1,0.0,6774303,2309962,1638171,12982,0,0,0,0,973074,1,1098,64,1
4096,租赁和商务服务业,邢台市,宁晋县,98000000,3318,1,,,1,0,0.0,117023985,14916451,23944665,126616,1,4,6,32,19758918,1,1004,35,1
4097,住宿业,沧州市,献县,30000000,3098,1,2018-11-15 00:00:00,2016-07-01 00:00:00,1,0,0.0,30201559,8955381,3990720,284300,1,0,0,0,10227179,0,1016,50,1
4098,餐饮业,保定市,莲池区,93000000,4055,1,2016-03-20 00:00:00,2016-02-08 00:00:00,2,1,46500000.0,76264005,0,2770234,0,7,3,5,6,37552705,0,1452,14,0
4099,建筑业,邢台市,临城县,29000000,4638,1,2017-12-01 00:00:00,2014-11-09 00:00:00,1,1,0.0,26021988,4274476,3407441,375225,6,5,6,30,0,0,1453,83,0
4100,餐饮业,邢台市,平乡县,72000000,3235,1,2017-12-17 00:00:00,2014-09-25 00:00:00,0,1,0.0,72767451,0,8677596,0,10,9,39,45,0,0,1005,81,1
4101,信息传输业*,衡水市,冀州区,68000000,7296,1,,,0,0,0.0,80124174,6546808,10854738,71624,0,3,7,33,0,1,1007,20,0
4102,邮政业,邯郸市,馆陶县,85000000,8596,10,2017-12-07 00:00:00,2014-12-31 00:00:00,1,0,0.0,99124501,31984515,848141,531057,2,1,4,5,0,1,1419,69,1
4103,农、林、牧、渔业,秦皇岛市,海港区,56000000,4280,17,2018-10-31 00:00:00,2016-04-08 00:00:00,3,1,0.0,46417088,0,6063359,0,0,1,11,12,0,1,1368,93,1
4104,餐饮业,邢台市,威县,13000000,7976,19,,,1,1,0.0,13396506,5797111,1279008,328352,1,4,3,12,3156794,1,1192,78,0
4105,邮政业,沧州市,河间市,61000000,8470,1,,,1,0,0.0,57511853,0,8197830,0,0,0,0,0,0,0,1153,48,1
4106,邮政业,衡水市,桃城区,41000000,6606,1,,,1,0,0.0,36197653,1617734,273634,41105,0,5,44,45,0,1,1458,9,1
4107,租赁和商务服务业,廊坊市,安次区,31000000,5340,1,,,2,0,0.0,35901641,1181398,4443718,94920,9,3,24,30,0,0,1156,25,0
4108,仓储业,邢台市,广宗县,48000000,1752,1,,,0,0,0.0,50791203,0,4262942,0,1,0,0,0,0,0,1412,91,0
4109,房地产开发经营,保定市,涿州市,49000000,587,1,2018-09-19 00:00:00,2017-06-20 00:00:00,1,0,0.0,56718156,11751636,9807628,829613,8,0,0,0,0,1,1396,51,0
4110,房地产开发经营,保定市,莲池区,64000000,7747,1,,,2,0,0.0,74396906,3033902,18429520,43055,8,3,0,3,0,0,1217,26,1
4111,住宿业,廊坊市,安次区,13000000,8921,1,2018-04-25 00:00:00,2017-12-18 00:00:00,1,1,0.0,15322228,3571390,3191294,29106,0,0,0,0,0,0,1453,23,0
4112,交通运输业*,保定市,容城县,67000000,4248,1,,,0,1,0.0,75894096,0,7705167,0,6,5,17,20,0,0,1038,74,1
4113,住宿业,保定市,曲阳县,20000000,7991,1,2015-12-19 00:00:00,2014-06-19 00:00:00,4,0,0.0,19822531,0,745891,0,3,0,0,0,0,0,1166,37,0
4114,其他未列明行业*,衡水市,阜城县,1000000,188,1,2018-10-17 00:00:00,2016-01-02 00:00:00,0,0,0.0,1144590,365539,50003,15931,8,9,30,99,219191,0,1077,54,0
4115,房地产开发经营,邢台市,巨鹿县,94000000,2799,1,2019-05-28 00:00:00,2014-06-05 00:00:00,4,0,0.0,80872099,0,7708448,0,0,0,0,0,0,0,1373,38,0
4116,交通运输业*,石家庄市,新华区,19000000,5737,1,,,0,1,0.0,15467924,480915,547793,3221,1,2,3,12,0,0,1379,32,1
4117,工业*,承德市,隆化县,57000000,1094,1,,,0,1,0.0,54337950,21819163,725135,2131867,2,4,31,36,10236213,0,1123,98,0
4118,邮政业,廊坊市,文安县,52000000,2312,1,,,4,1,0.0,52463597,0,9780012,0,0,5,3,5,0,1,1145,81,1
4119,零售业,保定市,顺平县,58000000,7452,12,,,0,1,0.0,47488732,0,7008827,0,8,2,4,8,0,1,1129,78,1
4120,物业管理,廊坊市,广阳区,74000000,2925,1,,,4,1,0.0,74199999,0,820541,0,1,0,0,0,0,1,1345,11,1
4121,软件和信息技术服务业,廊坊市,大城县,91000000,9210,1,2019-06-09 00:00:00,2017-08-14 00:00:00,2,0,0.0,101568536,14140075,12692411,74201,1,6,36,60,32460382,0,1053,8,1
4122,建筑业,廊坊市,大城县,41000000,5990,1,,,3,1,0.0,42501941,17948299,9005848,1617679,0,0,0,0,0,1,1285,24,0
4123,仓储业,邯郸市,峰峰矿区,94000000,3910,1,,,4,1,0.0,79857953,13188220,18464790,579689,8,7,42,70,11315245,0,1111,45,0
4124,住宿业,衡水市,武强县,18000000,8509,1,,,4,0,0.0,18712232,0,3438549,0,6,0,0,0,8868920,0,1032,14,1
4125,餐饮业,承德市,隆化县,63000000,1041,11,,,3,1,25200000.0,66024103,16164132,13456254,464870,10,0,0,0,0,1,1425,22,1
4126,邮政业,沧州市,盐山县,6000000,5364,8,2016-08-24 00:00:00,2015-12-02 00:00:00,4,1,0.0,5765086,0,533746,0,0,0,0,0,0,1,1202,28,0
4127,农、林、牧、渔业,石家庄市,裕华区,58000000,202,1,,,3,1,0.0,62758453,15297085,2946097,1500807,10,7,11,14,0,0,1074,2,0
4128,仓储业,邢台市,清河县,34000000,4527,11,,,0,1,5780000.0,36595855,10754825,3312777,15725,0,1,0,4,0,0,1016,88,0
4129,住宿业,保定市,涞源县,8000000,6782,1,,,3,0,0.0,7276123,2306919,537541,6203,7,0,0,0,0,1,1458,70,0
4130,农、林、牧、渔业,张家口市,涿鹿县,76000000,6209,4,,,1,1,45600000.0,68679862,0,4478653,0,7,0,0,0,0,0,1179,94,0
4131,农、林、牧、渔业,石家庄市,赵县,1000000,9654,1,,,3,1,0.0,812733,209472,85667,19,1,0,0,0,0,1,1316,58,1
4132,房地产开发经营,邯郸市,丛台区,11000000,6187,1,,,2,0,0.0,12797388,106291,2529211,2179,0,0,0,0,0,0,1175,78,0
4133,交通运输业*,唐山市,玉田县,84000000,8713,1,2017-02-11 00:00:00,2015-03-13 00:00:00,3,0,0.0,77207693,0,15692158,0,0,0,0,0,23593894,1,1055,27,0
4134,租赁和商务服务业,保定市,定州市,90000000,2324,1,2017-09-15 00:00:00,2016-05-26 00:00:00,2,1,72000000.0,103961843,43835192,11199141,240828,2,0,0,0,0,1,1425,23,0
4135,物业管理,沧州市,孟村回族自治县,54000000,1454,1,,2014-11-07 00:00:00,4,0,0.0,58520894,0,3201978,0,9,1,1,3,8619624,1,1220,20,1
4136,农、林、牧、渔业,邢台市,南和县,24000000,2532,1,,,3,1,0.0,28491769,510831,3510368,7344,0,3,15,18,0,0,1099,40,0
4137,其他未列明行业*,邢台市,任县,45000000,9609,19,2018-08-13 00:00:00,2016-06-06 00:00:00,1,1,0.0,49167088,0,4064088,0,0,0,0,0,0,1,1389,8,1
4138,批发业,承德市,兴隆县,93000000,3006,1,,,3,0,0.0,100311962,10430860,22155346,380494,1,2,4,6,0,1,1466,66,1
4139,餐饮业,石家庄市,裕华区,72000000,4174,1,2018-03-07 00:00:00,2014-09-06 00:00:00,3,0,0.0,57872397,0,6042616,0,6,0,0,0,0,0,1232,64,0
4140,零售业,保定市,顺平县,36000000,3975,1,,,2,0,0.0,31374668,14921634,1634585,321225,1,0,0,0,0,0,1321,72,0
4141,建筑业,邢台市,柏乡县,10000000,2870,1,,,3,0,0.0,8092127,0,1728279,0,0,3,0,12,1461133,1,1090,65,0
4142,其他未列明行业*,张家口市,怀安县,94000000,526,1,,,1,1,0.0,82192109,28071482,17046333,1247652,10,4,33,44,0,1,1348,31,1
4143,信息传输业*,邢台市,巨鹿县,55000000,6457,1,,,0,1,0.0,52929664,4241717,10532351,288952,1,0,0,0,0,1,1223,74,0
4144,工业*,石家庄市,井陉县,80000000,8178,5,,,2,0,0.0,78143942,0,14109628,0,1,0,0,0,0,0,1235,61,0
4145,餐饮业,承德市,围场满族蒙古族自治县,9000000,7402,1,2018-03-26 00:00:00,2017-05-17 00:00:00,3,0,0.0,8312071,667556,901046,32442,8,0,0,0,0,1,1029,51,0
4146,农、林、牧、渔业,唐山市,滦州市,81000000,1431,1,,,3,0,0.0,96564259,7609046,1321431,529687,1,1,0,4,0,1,1126,75,0
4147,批发业,邯郸市,峰峰矿区,95000000,7958,14,,,3,0,0.0,85395371,38231003,17262571,1975499,0,0,0,0,0,1,1087,17,1
4148,工业*,廊坊市,固安县,65000000,4924,13,,,3,0,0.0,57136243,19876003,5541426,1242521,0,4,12,36,0,1,1128,29,1
4149,邮政业,沧州市,东光县,40000000,7231,1,,,3,1,16000000.0,45691561,0,10127569,0,5,5,4,5,0,0,1145,37,0
4150,邮政业,秦皇岛市,青龙满族自治县,2000000,6023,1,,,1,1,0.0,1718266,0,342036,0,10,0,0,0,0,0,1436,95,1
4151,租赁和商务服务业,衡水市,桃城区,13000000,7981,17,,,0,1,0.0,12210500,78183,2280469,203,1,9,60,99,0,1,1314,25,1
4152,物业管理,秦皇岛市,山海关区,29000000,5041,6,,,1,1,0.0,29617609,11777367,5034875,566067,0,4,22,32,0,0,1435,63,1
4153,零售业,唐山市,路北区,99000000,1389,1,,,0,0,0.0,92236214,0,20558007,0,0,0,0,0,0,0,1434,62,1
4154,仓储业,唐山市,迁安市,15000000,3462,1,,,2,1,0.0,12103476,0,2532245,0,6,1,2,3,0,0,1043,42,1
4155,信息传输业*,石家庄市,新乐市,77000000,665,1,2018-12-31 00:00:00,2014-11-05 00:00:00,4,0,0.0,83251837,0,11738207,0,4,0,0,0,0,1,1385,38,0
4156,仓储业,石家庄市,裕华区,21000000,5718,1,2017-12-19 00:00:00,2016-01-03 00:00:00,3,0,0.0,24421661,7331833,3145385,33867,8,5,29,35,0,0,1325,39,1
4157,邮政业,唐山市,迁安市,83000000,2170,1,,,2,1,49800000.0,79542210,0,8963260,0,0,3,0,3,0,1,1350,27,1
4158,住宿业,沧州市,肃宁县,48000000,1445,1,,,3,1,0.0,56344060,1915976,9601044,116040,8,9,20,63,0,0,1002,82,1
4159,邮政业,邢台市,广宗县,95000000,8439,1,,,4,1,0.0,108714923,52069790,24602392,361643,10,4,1,8,0,0,1492,46,0
4160,其他未列明行业*,承德市,兴隆县,73000000,8919,1,2014-11-09 00:00:00,2014-07-08 00:00:00,3,1,0.0,62013880,0,13791236,0,0,6,14,66,0,0,1085,38,1
4161,住宿业,邯郸市,邱县,47000000,8584,1,,,0,1,0.0,55887492,6760632,10679907,227630,0,1,0,1,0,1,1204,4,0
